"No.","Time","Source","Destination","Protocol","Length","Info"
"2815","24.263412484","10.0.2.15","142.250.185.67","TCP","54","[TCP Dup ACK 26#2] 53346  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"2816","24.263421528","10.0.2.15","142.250.185.67","TCP","54","[TCP Dup ACK 27#2] 53350  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"2817","24.263669254","142.250.185.67","10.0.2.15","TCP","60","[TCP Dup ACK 28#2] [TCP ACKed unseen segment] 80  >  53348 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2818","24.263669310","142.250.185.67","10.0.2.15","TCP","60","[TCP Dup ACK 29#2] [TCP ACKed unseen segment] 80  >  53346 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2819","24.263669362","142.250.185.67","10.0.2.15","TCP","60","[TCP Dup ACK 30#2] [TCP ACKed unseen segment] 80  >  53350 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2820","25.287683130","10.0.2.15","93.184.220.29","TCP","54","[TCP Dup ACK 31#2] 35422  >  80 [ACK] Seq=1 Ack=1 Win=63920 Len=0"
"2821","25.287906744","93.184.220.29","10.0.2.15","TCP","60","[TCP Dup ACK 32#2] [TCP ACKed unseen segment] 80  >  35422 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2822","25.612070606","10.0.2.15","34.252.113.116","TLSv1.2","613","Application Data"
"2823","25.612380630","34.252.113.116","10.0.2.15","TCP","60","443  >  54026 [ACK] Seq=6395085 Ack=3870 Win=65535 Len=0"
"2824","25.668530047","34.252.113.116","10.0.2.15","TLSv1.2","580","Application Data"
"2825","25.668547227","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=3870 Ack=6395611 Win=65535 Len=0"
"2826","25.669187504","34.252.113.116","10.0.2.15","TLSv1.2","930","Application Data"
"2827","25.669195988","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=3870 Ack=6396487 Win=65535 Len=0"
"2828","26.613127959","10.0.2.15","13.225.87.40","TLSv1.2","93","Application Data"
"2829","26.613254384","10.0.2.15","13.225.85.124","TLSv1.2","93","Application Data"
"2830","26.613517339","13.225.87.40","10.0.2.15","TCP","60","443  >  51232 [ACK] Seq=196 Ack=235 Win=65535 Len=0"
"2831","26.613517454","13.225.85.124","10.0.2.15","TCP","60","443  >  33252 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"2832","26.621652782","13.225.87.40","10.0.2.15","TLSv1.2","93","Application Data"
"2833","26.621668689","10.0.2.15","13.225.87.40","TCP","54","51232  >  443 [ACK] Seq=235 Ack=235 Win=63360 Len=0"
"2834","26.622019332","13.225.85.124","10.0.2.15","TLSv1.2","93","Application Data"
"2835","26.622027215","10.0.2.15","13.225.85.124","TCP","54","33252  >  443 [ACK] Seq=40 Ack=40 Win=65535 Len=0"
"2836","27.335421105","10.0.2.15","34.252.113.116","TCP","54","[TCP Keep-Alive] 54010  >  443 [ACK] Seq=1661 Ack=698443 Win=65535 Len=0"
"2837","27.335466101","10.0.2.15","34.252.113.116","TCP","54","[TCP Keep-Alive] 54022  >  443 [ACK] Seq=5649 Ack=181662 Win=65535 Len=0"
"2838","27.335484379","10.0.2.15","34.252.113.116","TCP","54","[TCP Keep-Alive] 54024  >  443 [ACK] Seq=1886 Ack=104339 Win=65535 Len=0"
"2839","27.335840058","34.252.113.116","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 443  >  54010 [ACK] Seq=698443 Ack=1662 Win=65535 Len=0"
"2840","27.335840153","34.252.113.116","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 443  >  54022 [ACK] Seq=181662 Ack=5650 Win=65535 Len=0"
"2841","27.335840226","34.252.113.116","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 443  >  54024 [ACK] Seq=104339 Ack=1887 Win=65535 Len=0"
"2842","30.415803150","10.0.2.15","192.168.2.1","DNS","97","Standard query 0x9f6f A firefox.settings.services.mozilla.com"
"2843","30.427131041","192.168.2.1","10.0.2.15","DNS","161","Standard query response 0x9f6f A firefox.settings.services.mozilla.com A 65.9.66.111 A 65.9.66.20 A 65.9.66.92 A 65.9.66.57"
"2844","30.427429309","10.0.2.15","65.9.66.111","TCP","74","43316  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4128524757 TSecr=0 WS=128"
"2845","30.436257217","65.9.66.111","10.0.2.15","TCP","60","443  >  43316 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2846","30.436293825","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2847","30.440412261","10.0.2.15","65.9.66.111","TLSv1.3","567","Client Hello"
"2848","30.440685641","65.9.66.111","10.0.2.15","TCP","60","443  >  43316 [ACK] Seq=1 Ack=514 Win=65535 Len=0"
"2849","30.449520456","65.9.66.111","10.0.2.15","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"2850","30.449530133","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=514 Ack=1441 Win=63360 Len=0"
"2851","30.449648870","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=1441 Ack=514 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2852","30.449655812","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=514 Ack=2881 Win=63360 Len=0"
"2853","30.451314374","65.9.66.111","10.0.2.15","TLSv1.3","1153","Application Data, Application Data, Application Data"
"2854","30.451325366","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=514 Ack=3980 Win=63360 Len=0"
"2855","30.455373897","10.0.2.15","65.9.66.111","TLSv1.3","118","Change Cipher Spec, Application Data"
"2856","30.455627512","65.9.66.111","10.0.2.15","TCP","60","443  >  43316 [ACK] Seq=3980 Ack=578 Win=65535 Len=0"
"2857","30.455867270","10.0.2.15","65.9.66.111","TLSv1.3","456","Application Data"
"2858","30.456034312","65.9.66.111","10.0.2.15","TCP","60","443  >  43316 [ACK] Seq=3980 Ack=980 Win=65535 Len=0"
"2859","30.465122979","65.9.66.111","10.0.2.15","TLSv1.3","873","Application Data"
"2860","30.465131889","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=4799 Win=63360 Len=0"
"2861","30.465606509","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=4799 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2862","30.465621862","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=6239 Win=63360 Len=0"
"2863","30.465728248","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=6239 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2864","30.465732973","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=7679 Win=63360 Len=0"
"2865","30.465877599","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=7679 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2866","30.465882829","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=9119 Win=63360 Len=0"
"2867","30.465995798","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=9119 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2868","30.466000450","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=10559 Win=63360 Len=0"
"2869","30.466148809","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=10559 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2870","30.466153325","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=11999 Win=63360 Len=0"
"2871","30.466444474","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=11999 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2872","30.466449293","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=13439 Win=63360 Len=0"
"2873","30.466570515","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=13439 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2874","30.466575187","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=14879 Win=63360 Len=0"
"2875","30.466856738","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=14879 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2876","30.466863050","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=16319 Win=63360 Len=0"
"2877","30.466956877","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=16319 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2878","30.466960261","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=17759 Win=63360 Len=0"
"2879","30.467139994","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=17759 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2880","30.467146172","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=19199 Win=63360 Len=0"
"2881","30.467478069","65.9.66.111","10.0.2.15","TCP","1494","443  >  43316 [PSH, ACK] Seq=19199 Ack=980 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2882","30.467606372","65.9.66.111","10.0.2.15","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"2883","30.467611815","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=22079 Win=63360 Len=0"
"2884","30.468425753","65.9.66.111","10.0.2.15","TLSv1.3","2258","Application Data"
"2885","30.468431546","10.0.2.15","65.9.66.111","TCP","54","43316  >  443 [ACK] Seq=980 Ack=24283 Win=63360 Len=0"
"2886","30.684120510","10.0.2.15","34.252.113.116","TLSv1.2","613","Application Data"
"2887","30.684417084","34.252.113.116","10.0.2.15","TCP","60","443  >  54026 [ACK] Seq=6396487 Ack=4429 Win=65535 Len=0"
"2888","30.747644972","34.252.113.116","10.0.2.15","TLSv1.2","609","Application Data, Application Data"
"2889","30.747663389","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=4429 Ack=6397042 Win=65535 Len=0"
"2890","30.748118420","34.252.113.116","10.0.2.15","TLSv1.2","930","Application Data"
"2891","30.748126682","10.0.2.15","34.252.113.116","TCP","54","54026  >  443 [ACK] Seq=4429 Ack=6397918 Win=65535 Len=0"
"2892","30.919269311","10.0.2.15","34.252.113.116","TCP","54","[TCP Keep-Alive] 54018  >  443 [ACK] Seq=1715 Ack=28581 Win=62780 Len=0"
"2893","30.919551640","34.252.113.116","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 443  >  54018 [ACK] Seq=28581 Ack=1716 Win=65535 Len=0"
"2894","31.172109864","10.0.2.15","34.252.113.116","TCP","54","[TCP Keep-Alive] 54020  >  443 [ACK] Seq=546 Ack=28213 Win=62780 Len=0"
"2895","31.172415156","34.252.113.116","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 443  >  54020 [ACK] Seq=28213 Ack=547 Win=65535 Len=0"
"2896","31.531408531","10.0.2.15","52.48.8.137","TLSv1.2","158","Application Data"
"2897","31.531573594","10.0.2.15","52.48.8.137","TLSv1.2","422","Application Data"
"2898","31.531710895","52.48.8.137","10.0.2.15","TCP","60","443  >  58864 [ACK] Seq=1 Ack=105 Win=65535 Len=0"
"2899","31.531720758","52.48.8.137","10.0.2.15","TCP","60","443  >  58864 [ACK] Seq=1 Ack=473 Win=65535 Len=0"
"2900","31.565876308","52.48.8.137","10.0.2.15","TLSv1.2","248","Application Data"
"2901","31.565892711","10.0.2.15","52.48.8.137","TCP","54","58864  >  443 [ACK] Seq=473 Ack=195 Win=63888 Len=0"
"2902","32.196943934","10.0.2.15","13.32.23.197","TCP","54","[TCP Dup ACK 17#3] 53922  >  80 [ACK] Seq=1 Ack=1 Win=63315 Len=0"
"2903","32.197235227","13.32.23.197","10.0.2.15","TCP","60","[TCP Dup ACK 18#3] [TCP ACKed unseen segment] 80  >  53922 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2904","32.417982527","10.0.2.15","13.225.87.40","TLSv1.2","93","Application Data"
"2905","32.418034487","10.0.2.15","143.204.212.149","TLSv1.2","93","Application Data"
"2906","32.418242087","13.225.87.40","10.0.2.15","TCP","60","443  >  51232 [ACK] Seq=235 Ack=274 Win=65535 Len=0"
"2907","32.418242136","143.204.212.149","10.0.2.15","TCP","60","443  >  34644 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"2908","32.426231627","13.225.87.40","10.0.2.15","TLSv1.2","93","Application Data"
"2909","32.426252140","10.0.2.15","13.225.87.40","TCP","54","51232  >  443 [ACK] Seq=274 Ack=274 Win=63360 Len=0"
"2910","32.427089575","143.204.212.149","10.0.2.15","TLSv1.2","93","Application Data"
"2911","32.427109955","10.0.2.15","143.204.212.149","TCP","54","34644  >  443 [ACK] Seq=40 Ack=40 Win=65535 Len=0"
"2912","33.226787066","10.0.2.15","52.94.223.32","TCP","54","[TCP Dup ACK 19#3] 42822  >  443 [ACK] Seq=1 Ack=1 Win=62780 Len=0"
"2913","33.226814372","10.0.2.15","52.94.223.32","TCP","54","[TCP Dup ACK 20#3] 42826  >  443 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"2914","33.227013415","52.94.223.32","10.0.2.15","TCP","60","[TCP Dup ACK 21#3] [TCP ACKed unseen segment] 443  >  42822 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2915","33.227013471","52.94.223.32","10.0.2.15","TCP","60","[TCP Dup ACK 22#3] [TCP ACKed unseen segment] 443  >  42826 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2916","33.419699773","10.0.2.15","104.16.18.94","TLSv1.2","93","Application Data"
"2917","33.419924880","104.16.18.94","10.0.2.15","TCP","60","443  >  49036 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"2918","33.442272952","104.16.18.94","10.0.2.15","TLSv1.2","93","Application Data"
"2919","33.442302109","10.0.2.15","104.16.18.94","TCP","54","49036  >  443 [ACK] Seq=40 Ack=40 Win=62780 Len=0"
"2920","33.988630269","10.0.2.15","192.168.2.1","DNS","91","Standard query 0x9b6d A juiceshop-jmskovu.herokuapp.com"
"2921","33.988650628","10.0.2.15","192.168.2.1","DNS","91","Standard query 0x1f68 AAAA juiceshop-jmskovu.herokuapp.com"
"2922","34.014221699","192.168.2.1","10.0.2.15","DNS","219","Standard query response 0x9b6d A juiceshop-jmskovu.herokuapp.com A 34.248.150.143 A 34.246.252.198 A 52.209.82.45 A 34.251.203.222 A 52.30.36.80 A 52.208.85.229 A 34.251.140.205 A 52.208.60.103"
"2923","34.015333759","192.168.2.1","10.0.2.15","DNS","156","Standard query response 0x1f68 AAAA juiceshop-jmskovu.herokuapp.com SOA dns1.p03.nsone.net"
"2924","34.148760861","10.0.2.15","34.248.150.143","ICMP","42","Echo (ping) request  id=0x4ad5, seq=0/0, ttl=37 (no response found!)"
"2925","34.148784194","10.0.2.15","34.248.150.143","TCP","58","50766  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2926","34.148807807","10.0.2.15","34.248.150.143","TCP","54","50766  >  80 [ACK] Seq=1 Ack=1 Win=1024 Len=0"
"2927","34.148821212","10.0.2.15","34.248.150.143","ICMP","54","Timestamp request    id=0xb6f3, seq=0/0, ttl=40"
"2928","34.149248661","34.248.150.143","10.0.2.15","TCP","60","80  >  50766 [RST] Seq=1 Win=0 Len=0"
"2929","34.180943581","34.248.150.143","10.0.2.15","TCP","60","443  >  50766 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2930","34.180961763","10.0.2.15","34.248.150.143","TCP","54","50766  >  443 [RST] Seq=1 Win=0 Len=0"
"2931","34.195751176","10.0.2.15","192.168.2.1","DNS","87","Standard query 0xccb1 PTR 143.150.248.34.in-addr.arpa"
"2932","34.210838306","192.168.2.1","10.0.2.15","DNS","151","Standard query response 0xccb1 PTR 143.150.248.34.in-addr.arpa PTR ec2-34-248-150-143.eu-west-1.compute.amazonaws.com"
"2933","34.259999684","10.0.2.15","34.248.150.143","TCP","58","51022  >  1720 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2934","34.260030512","10.0.2.15","34.248.150.143","TCP","58","51022  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2935","34.260041872","10.0.2.15","34.248.150.143","TCP","58","51022  >  135 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2936","34.260065335","10.0.2.15","34.248.150.143","TCP","58","51022  >  25 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2937","34.260079312","10.0.2.15","34.248.150.143","TCP","58","51022  >  5900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2938","34.260099517","10.0.2.15","34.248.150.143","TCP","58","51022  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2939","34.260122302","10.0.2.15","34.248.150.143","TCP","58","51022  >  8888 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2940","34.260143127","10.0.2.15","34.248.150.143","TCP","58","51022  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2941","34.260165055","10.0.2.15","34.248.150.143","TCP","58","51022  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2942","34.260187327","10.0.2.15","34.248.150.143","TCP","58","51022  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2943","34.499329778","10.0.2.15","142.250.185.67","TCP","54","[TCP Dup ACK 25#3] 53348  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"2944","34.499357209","10.0.2.15","142.250.185.67","TCP","54","[TCP Dup ACK 26#3] 53346  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"2945","34.499366153","10.0.2.15","142.250.185.67","TCP","54","[TCP Dup ACK 27#3] 53350  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"2946","34.499587960","142.250.185.67","10.0.2.15","TCP","60","[TCP Dup ACK 28#3] [TCP ACKed unseen segment] 80  >  53348 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2947","34.499588000","142.250.185.67","10.0.2.15","TCP","60","[TCP Dup ACK 29#3] [TCP ACKed unseen segment] 80  >  53346 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2948","34.499588025","142.250.185.67","10.0.2.15","TCP","60","[TCP Dup ACK 30#3] [TCP ACKed unseen segment] 80  >  53350 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2949","34.632980189","10.0.2.15","13.32.23.197","TCP","54","[TCP Previous segment not captured] 53922  >  80 [FIN, ACK] Seq=2 Ack=1 Win=63315 Len=0"
"2950","34.633364950","13.32.23.197","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  53922 [ACK] Seq=1 Ack=3 Win=65535 Len=0"
"2951","34.642256172","13.32.23.197","10.0.2.15","TCP","60","80  >  53922 [FIN, ACK] Seq=1 Ack=3 Win=65535 Len=0"
"2952","34.642288030","10.0.2.15","13.32.23.197","TCP","54","53922  >  80 [ACK] Seq=3 Ack=2 Win=63315 Len=0"
"2953","35.311463328","10.0.2.15","34.248.150.143","TCP","58","51023  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2954","35.311501121","10.0.2.15","34.248.150.143","TCP","58","51023  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2955","35.311524014","10.0.2.15","34.248.150.143","TCP","58","51023  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2956","35.311547398","10.0.2.15","34.248.150.143","TCP","58","51023  >  8888 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2957","35.311560614","10.0.2.15","34.248.150.143","TCP","58","51023  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2958","35.311576580","10.0.2.15","34.248.150.143","TCP","58","51023  >  5900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2959","35.311593891","10.0.2.15","34.248.150.143","TCP","58","51023  >  25 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2960","35.311607482","10.0.2.15","34.248.150.143","TCP","58","51023  >  135 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2961","35.311621804","10.0.2.15","34.248.150.143","TCP","58","51023  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2962","35.311635400","10.0.2.15","34.248.150.143","TCP","58","51023  >  1720 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2963","35.363192891","10.0.2.15","34.248.150.143","TCP","58","51022  >  256 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2964","35.363222277","10.0.2.15","34.248.150.143","TCP","58","51022  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2965","35.363236039","10.0.2.15","34.248.150.143","TCP","58","51022  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2966","35.363250707","10.0.2.15","34.248.150.143","TCP","58","51022  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2967","35.363268040","10.0.2.15","34.248.150.143","TCP","58","51022  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2968","35.363285719","10.0.2.15","34.248.150.143","TCP","58","51022  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2969","35.363301193","10.0.2.15","34.248.150.143","TCP","58","51022  >  587 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2970","35.363317719","10.0.2.15","34.248.150.143","TCP","58","51022  >  1025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2971","35.363333062","10.0.2.15","34.248.150.143","TCP","58","51022  >  995 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2972","35.363374646","10.0.2.15","34.248.150.143","TCP","58","51022  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2973","35.398183267","34.248.150.143","10.0.2.15","TCP","60","80  >  51022 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2974","35.398209772","10.0.2.15","34.248.150.143","TCP","54","51022  >  80 [RST] Seq=1 Win=0 Len=0"
"2975","35.413985257","10.0.2.15","34.248.150.143","TCP","58","51022  >  111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2976","35.414015465","10.0.2.15","34.248.150.143","TCP","58","51022  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2977","35.414039510","10.0.2.15","34.248.150.143","TCP","58","51022  >  1723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2978","35.414062234","10.0.2.15","34.248.150.143","TCP","58","51022  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2979","35.414083198","10.0.2.15","34.248.150.143","TCP","58","51022  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2980","35.414097805","10.0.2.15","34.248.150.143","TCP","58","51022  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2981","35.414112174","10.0.2.15","34.248.150.143","TCP","58","51022  >  139 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2982","35.414125594","10.0.2.15","34.248.150.143","TCP","58","51022  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2983","35.414166492","10.0.2.15","34.248.150.143","TCP","58","51022  >  55056 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2984","35.414185909","10.0.2.15","34.248.150.143","TCP","58","51022  >  2047 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2985","35.414202189","10.0.2.15","34.248.150.143","TCP","58","51022  >  18988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2986","35.414216494","10.0.2.15","34.248.150.143","TCP","58","51022  >  593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2987","35.414229928","10.0.2.15","34.248.150.143","TCP","58","51022  >  32775 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2988","35.414250917","10.0.2.15","34.248.150.143","TCP","58","51022  >  64680 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2989","35.414265988","10.0.2.15","34.248.150.143","TCP","58","51022  >  5915 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2990","35.414281725","10.0.2.15","34.248.150.143","TCP","58","51022  >  3268 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2991","35.414325796","10.0.2.15","34.248.150.143","TCP","58","51022  >  3905 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2992","35.414341626","10.0.2.15","34.248.150.143","TCP","58","51022  >  5200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2993","35.414355111","10.0.2.15","34.248.150.143","TCP","58","51022  >  85 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2994","35.414375845","10.0.2.15","34.248.150.143","TCP","58","51022  >  9876 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2995","35.414390526","10.0.2.15","34.248.150.143","TCP","58","51022  >  1999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2996","35.414403586","10.0.2.15","34.248.150.143","TCP","58","51022  >  2013 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2997","35.417815020","10.0.2.15","34.248.150.143","TCP","58","51023  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2998","35.417835340","10.0.2.15","34.248.150.143","TCP","58","51023  >  995 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2999","35.417847047","10.0.2.15","34.248.150.143","TCP","58","51023  >  1025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3000","35.417881233","10.0.2.15","34.248.150.143","TCP","58","51023  >  587 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3001","35.417904607","10.0.2.15","34.248.150.143","TCP","58","51023  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3002","35.417920571","10.0.2.15","34.248.150.143","TCP","58","51023  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3003","35.417938201","10.0.2.15","34.248.150.143","TCP","58","51023  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3004","35.417952864","10.0.2.15","34.248.150.143","TCP","58","51023  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3005","35.417965463","10.0.2.15","34.248.150.143","TCP","58","51023  >  256 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3006","35.447267212","34.248.150.143","10.0.2.15","TCP","60","443  >  51022 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"3007","35.447296409","10.0.2.15","34.248.150.143","TCP","54","51022  >  443 [RST] Seq=1 Win=0 Len=0"
"3008","35.466308956","10.0.2.15","34.248.150.143","TCP","58","51022  >  1068 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3009","35.466461716","10.0.2.15","34.248.150.143","TCP","58","51022  >  49176 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3010","35.466491574","10.0.2.15","34.248.150.143","TCP","58","51022  >  1033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
